season,team,opponent,team_conference,opponent_conference,team_tier,opponent_tier,conference_matchup_type,team_changed_conference,opponent_changed_conference,team_previous_conference,opponent_previous_conference,team_years_since_move,opponent_years_since_move
2025,Utah State,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Navy,Florida Atlantic,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Florida Atlantic,Navy,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Oklahoma,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Ole Miss,Oklahoma,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Wyoming,Colorado State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Colorado State,Wyoming,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Arkansas State,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Georgia Southern,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Arkansas,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Auburn,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Eastern Michigan,Ohio,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Ohio,Eastern Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Rice,UConn,American,Independent,G6,Independent,Other,False,False,American,Independent,,
2025,UConn,Rice,Independent,American,Independent,G6,Other,False,False,Independent,American,,
2025,Kansas,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Kansas State,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Central Michigan,Massachusetts,MAC,MAC,G6,G6,G6_vs_G6,False,True,MAC,Independent,,0.0
2025,Massachusetts,Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,True,False,Independent,MAC,0.0,
2025,Miami (OH),Western Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Western Michigan,Miami (OH),MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Washington,Illinois,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Illinois,Washington,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Iowa,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Minnesota,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Texas Tech,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Oklahoma State,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Mississippi State,Texas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Texas,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Tulsa,Temple,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Temple,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Cincinnati,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Baylor,Cincinnati,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,West Virginia,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,TCU,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,LSU,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Texas A&M,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Arizona State,Houston,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Houston,Arizona State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Kentucky,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Tennessee,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Florida State,Wake Forest,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Wake Forest,Florida State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Utah,Cincinnati,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Cincinnati,Utah,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,UL Monroe,Old Dominion,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Old Dominion,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Boston College,Notre Dame,ACC,Independent,P4,Independent,Other,False,False,ACC,Independent,,
2025,Notre Dame,Boston College,Independent,ACC,Independent,P4,Other,False,False,Independent,ACC,,
2025,Maryland,Indiana,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Indiana,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Ole Miss,South Carolina,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,South Carolina,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Illinois,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Rutgers,Illinois,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Michigan,Purdue,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Purdue,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Nebraska,USC,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,USC,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Auburn,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Kentucky,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,NC State,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Georgia Tech,NC State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Liberty,Delaware,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,,,
2025,Delaware,Liberty,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,Conference USA,,
2025,Kennesaw State,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,UTEP,Kennesaw State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Middle Tennessee,Jacksonville State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Jacksonville State,Middle Tennessee,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Missouri State,Florida International,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,Conference USA,,
2025,Florida International,Missouri State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,,,
2025,Coastal Carolina,Marshall,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Marshall,Coastal Carolina,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Kansas State,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Texas Tech,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,San José State,Hawai'i,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Hawai'i,San José State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,SMU,Miami,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Miami,SMU,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Louisiana Tech,Sam Houston,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Sam Houston,Louisiana Tech,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Texas State,James Madison,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,James Madison,Texas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,UNLV,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,New Mexico,UNLV,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Kansas,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Oklahoma State,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,San Diego State,Wyoming,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Wyoming,San Diego State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Iowa State,Arizona State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Arizona State,Iowa State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Temple,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,East Carolina,Temple,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Baylor,UCF,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,UCF,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Florida,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Georgia,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Western Kentucky,New Mexico State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,New Mexico State,Western Kentucky,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Rice,Memphis,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Memphis,Rice,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Syracuse,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,North Carolina,Syracuse,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Ohio State,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Penn State,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Tennessee,Oklahoma,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Oklahoma,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,UTSA,Tulane,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Tulane,UTSA,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,California,Virginia,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Virginia,California,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Arkansas,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Mississippi State,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Clemson,Duke,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Duke,Clemson,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Virginia Tech,Louisville,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Louisville,Virginia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Stanford,Pittsburgh,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Pittsburgh,Stanford,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Minnesota,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Michigan State,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Troy,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Arkansas State,Troy,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,North Texas,Navy,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Navy,North Texas,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,UConn,UAB,Independent,American,Independent,G6,Other,False,False,Independent,American,,
2025,UAB,UConn,American,Independent,G6,Independent,Other,False,False,American,Independent,,
2025,Air Force,Army,Mountain West,American,G6,G6,G6_vs_G6,False,False,Mountain West,American,,
2025,Army,Air Force,American,Mountain West,G6,G6,G6_vs_G6,False,False,American,Mountain West,,
2025,South Alabama,Louisiana,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Louisiana,South Alabama,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Houston,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,West Virginia,Houston,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Colorado,Arizona,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Arizona,Colorado,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Bowling Green,Buffalo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Buffalo,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Boise State,Fresno State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Fresno State,Boise State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Western Michigan,Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Central Michigan,Western Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Texas,Vanderbilt,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Vanderbilt,Texas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Texas Tech,BYU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,BYU,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Arkansas State,Southern Miss,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Southern Miss,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Rice,UAB,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,UAB,Rice,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Akron,Massachusetts,MAC,MAC,G6,G6,G6_vs_G6,False,True,MAC,Independent,,0.0
2025,Massachusetts,Akron,MAC,MAC,G6,G6,G6_vs_G6,True,False,Independent,MAC,0.0,
2025,Ball State,Kent State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Kent State,Ball State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,UCF,Houston,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Houston,UCF,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Louisiana,Texas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Texas State,Louisiana,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Ohio,Miami (OH),MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Miami (OH),Ohio,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Marshall,James Madison,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,James Madison,Marshall,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Eastern Michigan,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Bowling Green,Eastern Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Colorado State,UNLV,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,UNLV,Colorado State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Coastal Carolina,Georgia State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Georgia State,Coastal Carolina,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Mississippi State,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Georgia,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Army,Temple,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Temple,Army,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,West Virginia,Colorado,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Colorado,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,New Mexico State,Kennesaw State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Kennesaw State,New Mexico State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,South Florida,UTSA,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,UTSA,South Florida,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Notre Dame,Navy,Independent,American,Independent,G6,Other,False,False,Independent,American,,
2025,Navy,Notre Dame,American,Independent,G6,Independent,Other,False,False,American,Independent,,
2025,Delaware,Louisiana Tech,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,Conference USA,,
2025,Louisiana Tech,Delaware,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,,,
2025,Middle Tennessee,Florida International,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Florida International,Middle Tennessee,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Hawai'i,San Diego State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,San Diego State,Hawai'i,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,San José State,Air Force,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Air Force,San José State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,East Carolina,Charlotte,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Charlotte,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Vanderbilt,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Auburn,Vanderbilt,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,USC,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Northwestern,USC,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Purdue,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Ohio State,Purdue,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,UTEP,Jacksonville State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Jacksonville State,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Florida Atlantic,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Tulsa,Florida Atlantic,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Liberty,Missouri State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,,,
2025,Missouri State,Liberty,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,Conference USA,,
2025,Kentucky,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Florida,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Wisconsin,Washington,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Washington,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Clemson,Florida State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Florida State,Clemson,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Alabama,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,LSU,Alabama,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Boston College,SMU,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,SMU,Boston College,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Penn State,Indiana,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Indiana,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Iowa,Oregon,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Oregon,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,TCU,Iowa State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Iowa State,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,North Carolina,Stanford,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Stanford,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Utah State,Nevada,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Nevada,Utah State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Rutgers,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Maryland,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,UConn,Duke,Independent,ACC,Independent,P4,Other,False,False,Independent,ACC,,
2025,Duke,UConn,ACC,Independent,P4,Independent,Other,False,False,ACC,Independent,,
2025,Missouri,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Texas A&M,Missouri,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Virginia,Wake Forest,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Wake Forest,Virginia,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,UCLA,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Nebraska,UCLA,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Toledo,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Northern Illinois,Toledo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Arizona,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Kansas,Arizona,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Memphis,Tulane,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Tulane,Memphis,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Miami,Syracuse,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Syracuse,Miami,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Louisville,California,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,California,Louisville,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,App State,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Georgia Southern,App State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Oregon,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Minnesota,Oregon,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Fresno State,Wyoming,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Wyoming,Fresno State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Georgia Southern,Coastal Carolina,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Coastal Carolina,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Ohio State,UCLA,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,UCLA,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Sam Houston,Delaware,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,,,
2025,Delaware,Sam Houston,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,Conference USA,,
2025,LSU,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Arkansas,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Louisville,Clemson,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
