season,team,opponent,team_conference,opponent_conference,team_tier,opponent_tier,conference_matchup_type,team_changed_conference,opponent_changed_conference,team_previous_conference,opponent_previous_conference,team_years_since_move,opponent_years_since_move
2024,Louisiana Tech,Tulsa,Conference USA,American,G6,G6,G6_vs_G6,False,False,Conference USA,American,,
2024,Tulsa,Louisiana Tech,American,Conference USA,G6,G6,G6_vs_G6,False,False,American,Conference USA,,
2024,Temple,Army,American,American,G6,G6,G6_vs_G6,False,True,American,Independent,,0.0
2024,Army,Temple,American,American,G6,G6,G6_vs_G6,True,False,Independent,American,0.0,
2024,Miami,Virginia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Virginia Tech,Miami,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Rutgers,Washington,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,Washington,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,Texas,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,True,False,Big 12,SEC,0.0,
2024,Mississippi State,Texas,SEC,SEC,P4,P4,P4_vs_P4,False,True,SEC,Big 12,,0.0
2024,Alabama,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Georgia,Alabama,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Michigan State,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Ohio State,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,UCLA,Oregon,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,True,Pac-12,Pac-12,0.0,0.0
2024,Oregon,UCLA,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,True,Pac-12,Pac-12,0.0,0.0
2024,Penn State,Illinois,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Illinois,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Utah,Arizona,Big 12,Big 12,P4,P4,P4_vs_P4,True,True,Pac-12,Pac-12,0.0,0.0
2024,Arizona,Utah,Big 12,Big 12,P4,P4,P4_vs_P4,True,True,Pac-12,Pac-12,0.0,0.0
2024,Michigan,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Minnesota,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,USC,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,Wisconsin,USC,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,LSU,South Alabama,SEC,Sun Belt,P4,G6,P4_vs_G6,False,False,SEC,Sun Belt,,
2024,South Alabama,LSU,Sun Belt,SEC,G6,P4,G6_vs_P4,False,False,Sun Belt,SEC,,
2024,Notre Dame,Louisville,Independent,ACC,Independent,P4,Other,False,False,Independent,ACC,,
2024,Louisville,Notre Dame,ACC,Independent,P4,Independent,Other,False,False,ACC,Independent,,
2024,Clemson,Stanford,ACC,ACC,P4,P4,P4_vs_P4,False,True,ACC,Pac-12,,0.0
2024,Stanford,Clemson,ACC,ACC,P4,P4,P4_vs_P4,True,False,Pac-12,ACC,0.0,
2024,Houston,Iowa State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Iowa State,Houston,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Auburn,Oklahoma,SEC,SEC,P4,P4,P4_vs_P4,False,True,SEC,Big 12,,0.0
2024,Oklahoma,Auburn,SEC,SEC,P4,P4,P4_vs_P4,True,False,Big 12,SEC,0.0,
2024,Baylor,BYU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,BYU,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Texas A&M,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Arkansas,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Indiana,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Maryland,Indiana,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Purdue,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Nebraska,Purdue,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,UConn,Buffalo,Independent,MAC,Independent,G6,Other,False,False,Independent,MAC,,
2024,Buffalo,UConn,MAC,Independent,G6,Independent,Other,False,False,MAC,Independent,,
2024,Boston College,Western Kentucky,ACC,Conference USA,P4,G6,P4_vs_G6,False,False,ACC,Conference USA,,
2024,Western Kentucky,Boston College,Conference USA,ACC,G6,P4,G6_vs_P4,False,False,Conference USA,ACC,,
2024,Kansas State,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Oklahoma State,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,NC State,Northern Illinois,ACC,MAC,P4,G6,P4_vs_G6,False,False,ACC,MAC,,
2024,Northern Illinois,NC State,MAC,ACC,G6,P4,G6_vs_P4,False,False,MAC,ACC,,
2024,UAB,Navy,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Navy,UAB,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Ole Miss,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Kentucky,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Tulane,South Florida,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,South Florida,Tulane,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,James Madison,Ball State,Sun Belt,MAC,G6,G6,G6_vs_G6,False,False,Sun Belt,MAC,,
2024,Ball State,James Madison,MAC,Sun Belt,G6,G6,G6_vs_G6,False,False,MAC,Sun Belt,,
2024,Sam Houston,Texas State,Conference USA,Sun Belt,G6,G6,G6_vs_G6,False,False,Conference USA,Sun Belt,,
2024,Texas State,Sam Houston,Sun Belt,Conference USA,G6,G6,G6_vs_G6,False,False,Sun Belt,Conference USA,,
2024,Miami (OH),Massachusetts,MAC,Independent,G6,Independent,Other,False,False,MAC,Independent,,
2024,Massachusetts,Miami (OH),Independent,MAC,Independent,G6,Other,False,False,Independent,MAC,,
2024,Wake Forest,Louisiana,ACC,Sun Belt,P4,G6,P4_vs_G6,False,False,ACC,Sun Belt,,
2024,Louisiana,Wake Forest,Sun Belt,ACC,G6,P4,G6_vs_P4,False,False,Sun Belt,ACC,,
2024,Kansas,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,TCU,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,UNLV,Fresno State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Fresno State,UNLV,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Central Michigan,San Diego State,MAC,Mountain West,G6,G6,G6_vs_G6,False,False,MAC,Mountain West,,
2024,San Diego State,Central Michigan,Mountain West,MAC,G6,G6,G6_vs_G6,False,False,Mountain West,MAC,,
2024,Georgia State,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Georgia Southern,Georgia State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Marshall,Western Michigan,Sun Belt,MAC,G6,G6,G6_vs_G6,False,False,Sun Belt,MAC,,
2024,Western Michigan,Marshall,MAC,Sun Belt,G6,G6,G6_vs_G6,False,False,MAC,Sun Belt,,
2024,Ohio,Akron,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Akron,Ohio,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Kent State,Eastern Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Eastern Michigan,Kent State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Duke,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,North Carolina,Duke,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,East Carolina,UTSA,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,UTSA,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,UCF,Colorado,Big 12,Big 12,P4,P4,P4_vs_P4,False,True,Big 12,Pac-12,,0.0
2024,Colorado,UCF,Big 12,Big 12,P4,P4,P4_vs_P4,True,False,Pac-12,Big 12,0.0,
2024,Bowling Green,Old Dominion,MAC,Sun Belt,G6,G6,G6_vs_G6,False,False,MAC,Sun Belt,,
2024,Old Dominion,Bowling Green,Sun Belt,MAC,G6,G6,G6_vs_G6,False,False,Sun Belt,MAC,,
2024,Florida International,Louisiana Tech,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Louisiana Tech,Florida International,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Troy,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,UL Monroe,Troy,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Rice,Charlotte,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Charlotte,Rice,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,North Texas,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Tulsa,North Texas,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Memphis,Middle Tennessee,American,Conference USA,G6,G6,G6_vs_G6,False,False,American,Conference USA,,
2024,Middle Tennessee,Memphis,Conference USA,American,G6,G6,G6_vs_G6,False,False,Conference USA,American,,
2024,SMU,Florida State,ACC,ACC,P4,P4,P4_vs_P4,True,False,American,ACC,0.0,
2024,Florida State,SMU,ACC,ACC,P4,P4,P4_vs_P4,False,True,ACC,American,,0.0
2024,Texas Tech,Cincinnati,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Cincinnati,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,New Mexico State,New Mexico,Conference USA,Mountain West,G6,G6,G6_vs_G6,False,False,Conference USA,Mountain West,,
2024,New Mexico,New Mexico State,Mountain West,Conference USA,G6,G6,G6_vs_G6,False,False,Mountain West,Conference USA,,
2024,Wyoming,Air Force,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Air Force,Wyoming,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Troy,Texas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Texas State,Troy,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,UTEP,Sam Houston,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Sam Houston,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Oregon,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,Michigan State,Oregon,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,UNLV,Syracuse,Mountain West,ACC,G6,P4,G6_vs_P4,False,False,Mountain West,ACC,,
2024,Syracuse,UNLV,ACC,Mountain West,P4,G6,P4_vs_G6,False,False,ACC,Mountain West,,
2024,Kennesaw State,Jacksonville State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,Conference USA,,
2024,Jacksonville State,Kennesaw State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,,,
2024,TCU,Houston,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Houston,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Vanderbilt,Alabama,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Alabama,Vanderbilt,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Ohio State,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Iowa,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Arkansas,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Tennessee,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Georgia,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Auburn,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Penn State,UCLA,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,UCLA,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,California,Miami,ACC,ACC,P4,P4,P4_vs_P4,True,False,Pac-12,ACC,0.0,
2024,Miami,California,ACC,ACC,P4,P4,P4_vs_P4,False,True,ACC,Pac-12,,0.0
2024,Texas A&M,Missouri,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Missouri,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Washington,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,Michigan,Washington,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,Minnesota,USC,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,USC,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,South Carolina,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Ole Miss,South Carolina,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Florida State,Clemson,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Clemson,Florida State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Iowa State,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Baylor,Iowa State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Boise State,Utah State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Utah State,Boise State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Louisville,SMU,ACC,ACC,P4,P4,P4_vs_P4,False,True,ACC,American,,0.0
2024,SMU,Louisville,ACC,ACC,P4,P4,P4_vs_P4,True,False,American,ACC,0.0,
2024,Northwestern,Indiana,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Indiana,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Wisconsin,Purdue,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Purdue,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Northern Illinois,Massachusetts,MAC,Independent,G6,Independent,Other,False,False,MAC,Independent,,
2024,Massachusetts,Northern Illinois,Independent,MAC,Independent,G6,Other,False,False,Independent,MAC,,
2024,Virginia,Boston College,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Boston College,Virginia,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,North Carolina,Pittsburgh,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Pittsburgh,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Tulsa,Army,American,American,G6,G6,G6_vs_G6,False,True,American,Independent,,0.0
2024,Army,Tulsa,American,American,G6,G6,G6_vs_G6,True,False,Independent,American,0.0,
2024,NC State,Wake Forest,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Wake Forest,NC State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Air Force,Navy,Mountain West,American,G6,G6,G6_vs_G6,False,False,Mountain West,American,,
2024,Navy,Air Force,American,Mountain West,G6,G6,G6_vs_G6,False,False,American,Mountain West,,
2024,UAB,Tulane,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Tulane,UAB,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Ball State,Western Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Western Michigan,Ball State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,UConn,Temple,Independent,American,Independent,G6,Other,False,False,Independent,American,,
2024,Temple,UConn,American,Independent,G6,Independent,Other,False,False,American,Independent,,
2024,Stanford,Virginia Tech,ACC,ACC,P4,P4,P4_vs_P4,True,False,Pac-12,ACC,0.0,
2024,Virginia Tech,Stanford,ACC,ACC,P4,P4,P4_vs_P4,False,True,ACC,Pac-12,,0.0
2024,Marshall,App State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,App State,Marshall,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Toledo,Miami (OH),MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Miami (OH),Toledo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Akron,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Bowling Green,Akron,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Charlotte,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,East Carolina,Charlotte,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Nebraska,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Rutgers,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Oklahoma State,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,West Virginia,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Coastal Carolina,Old Dominion,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Old Dominion,Coastal Carolina,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Arkansas State,South Alabama,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,South Alabama,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,UL Monroe,James Madison,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,James Madison,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Southern Miss,Louisiana,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Louisiana,Southern Miss,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,San José State,Nevada,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Nevada,San José State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Florida,UCF,SEC,Big 12,P4,P4,P4_vs_P4,False,False,SEC,Big 12,,
2024,UCF,Florida,Big 12,SEC,P4,P4,P4_vs_P4,False,False,Big 12,SEC,,
2024,Georgia Tech,Duke,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Duke,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Arizona State,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,True,False,Pac-12,Big 12,0.0,
2024,Kansas,Arizona State,Big 12,Big 12,P4,P4,P4_vs_P4,False,True,Big 12,Pac-12,,0.0
2024,San Diego State,Hawai'i,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Hawai'i,San Diego State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Arizona,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,True,False,Pac-12,Big 12,0.0,
2024,Texas Tech,Arizona,Big 12,Big 12,P4,P4,P4_vs_P4,False,True,Big 12,Pac-12,,0.0
2024,Liberty,Florida International,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Florida International,Liberty,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Jacksonville State,New Mexico State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,New Mexico State,Jacksonville State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,James Madison,Coastal Carolina,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Coastal Carolina,James Madison,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Louisiana Tech,Middle Tennessee,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Middle Tennessee,Louisiana Tech,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Western Kentucky,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,UTEP,Western Kentucky,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Arizona State,Utah,Big 12,Big 12,P4,P4,P4_vs_P4,True,True,Pac-12,Pac-12,0.0,0.0
2024,Utah,Arizona State,Big 12,Big 12,P4,P4,P4_vs_P4,True,True,Pac-12,Pac-12,0.0,0.0
2024,Maryland,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Northwestern,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Utah State,UNLV,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,UNLV,Utah State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Oklahoma,Texas,SEC,SEC,P4,P4,P4_vs_P4,True,True,Big 12,Big 12,0.0,0.0
2024,Texas,Oklahoma,SEC,SEC,P4,P4,P4_vs_P4,True,True,Big 12,Big 12,0.0,0.0
2024,Oregon,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,Ohio State,Oregon,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,USC,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,Penn State,USC,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,Georgia,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Mississippi State,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Alabama,South Carolina,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,South Carolina,Alabama,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Tennessee,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Florida,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Bowling Green,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Northern Illinois,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,LSU,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Ole Miss,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Wake Forest,Clemson,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Clemson,Wake Forest,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,South Florida,Memphis,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Memphis,South Florida,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Notre Dame,Stanford,Independent,ACC,Independent,P4,Other,False,True,Independent,Pac-12,,0.0
2024,Stanford,Notre Dame,ACC,Independent,P4,Independent,Other,True,False,Pac-12,Independent,0.0,
2024,West Virginia,Iowa State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Iowa State,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,BYU,Arizona,Big 12,Big 12,P4,P4,P4_vs_P4,False,True,Big 12,Pac-12,,0.0
2024,Arizona,BYU,Big 12,Big 12,P4,P4,P4_vs_P4,True,False,Pac-12,Big 12,0.0,
2024,Central Michigan,Ohio,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Ohio,Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,UL Monroe,Southern Miss,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Southern Miss,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,New Mexico,Air Force,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Air Force,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Texas State,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Arkansas State,Texas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Hawai'i,Boise State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
